lower_super_output_area,names,population_density,population_density_log,household_composition_couple_household_without_dependent_children,household_composition_other_multi_person_household,tenure_owned_outright,tenure_owned_with_a_mortgage_or_loan,dwelling_type_whole_house_or_bungalow_detached,dwelling_type_flat_maisonette_or_apartment,economic_activity_employment_rate,qualifications_highest_level_of_qualification_apprenticeship,qualifications_highest_level_of_qualification_other_qualifications,health_fair_health,health_bad_or_very_bad_health,road_casualties_2011_total
E01003677,Redbridge 036C,61.2,4.114147 ,39.1,14.6,45.3,42.3,11,1.8,57.7,2.6,10,13.4,6.3,4
E01003678,Redbridge 036D,26.8,3.288402 ,31.9,16.5,35.1,49.1,13.4,9.2,62.6,1.3,10,11.4,4,1
E01003679,Redbridge 036E,22.4,3.109061 ,34.1,17.2,41.6,50.3,14.7,1.4,61.3,1.9,8.5,12.8,4.9,8
E01003680,Redbridge 036F,20.5,3.020425 ,30.9,15.6,34.5,54.3,2.3,2.5,62.5,1.5,11.1,10.7,3.6,1
E01003681,Redbridge 036G,48.4,3.879500 ,22.8,12.3,27.7,33.7,3.8,46.2,58.4,2.3,9.6,13.4,7.1,9
E01003682,Redbridge 036H,27.8,3.325036 ,29,17.6,39.1,47.7,6,2,61.9,1.4,11.1,11.9,4,1
E01003797,Richmond upon Thames 001A,42.3,3.744787 ,33.1,5.7,47.2,32.3,16.9,13.4,61.8,0.8,6.8,8.4,2.6,0
E01003798,Richmond upon Thames 001B,22.2,3.100092 ,27.1,8.8,33.3,24.3,4.3,53.6,67,0.7,6.7,9.9,3.5,0
E01003799,Richmond upon Thames 001C,82.6,4.414010 ,27.6,12.9,31.1,32,4.6,41.7,71.1,0.6,6.1,7,1.9,5
E01003800,Richmond upon Thames 001D,25.7,3.246491 ,25.8,11.9,31.7,22,9.1,25.6,64.9,1.2,8.1,8.9,3.2,4
E01003801,Richmond upon Thames 001E,32.2,3.471966 ,26.2,17.2,34.3,29.8,2.3,52.5,73.7,0.6,10.2,6.9,2.3,7
E01003802,Richmond upon Thames 001F,39.3,3.671225 ,29.4,9.8,32.9,25.7,5.6,70.9,68.3,0.7,8.6,7,1.4,0
E01003803,Richmond upon Thames 001G,20.3,3.010621 ,20.9,12.5,15,15.5,4.6,39.8,59.8,1.3,8.9,12.6,7.1,0
E01003846,Richmond upon Thames 002A,23.9,3.173878 ,31.2,8,42,38.4,19.4,19.9,68.4,0.5,3.9,7.5,1.6,5
E01003847,Richmond upon Thames 002B,160,5.075174 ,29.1,8.1,29.7,20.9,9.1,78.7,72.9,1.2,8.4,8.6,2.6,12
E01003849,Richmond upon Thames 002C,20,2.995732 ,28.8,9.2,38.4,33.8,10.5,28.5,68.8,0.6,4.3,7.8,3,0
E01003851,Richmond upon Thames 002D,24.9,3.214868 ,26.5,8.8,40.5,33,6.8,28.4,69.5,0.5,5.7,7.6,1.9,0
E01003860,Richmond upon Thames 002E,151.6,5.021245 ,35.4,9,23.3,27.1,3.1,45.3,76.5,1.2,6.1,6.5,2.1,7
E01003864,Richmond upon Thames 002F,25.6,3.242592 ,29.2,9.8,36.8,26.4,8.4,45.9,69.5,1.1,5.3,8.3,2.9,7
E01003852,Richmond upon Thames 003A,67.2,4.207673 ,26.8,11.5,31.1,27.1,8.2,66.2,69.9,0.9,7.6,10.5,4.2,15
E01003853,Richmond upon Thames 003B,30.1,3.404525 ,28.3,7.7,34.7,27.7,7.6,42.7,63,1,6.1,9.3,3.7,2
E01003854,Richmond upon Thames 003C,14.1,2.646175 ,27.7,8.4,32,27.9,2.8,47.2,71.5,0.6,4.7,8.2,3.3,1
E01003855,Richmond upon Thames 003D,29.4,3.380995 ,22.3,9.4,17.3,23.7,2.2,63.7,68.9,1.6,5.8,10.1,4.9,4
E01003856,Richmond upon Thames 003E,12.3,2.509599 ,26.3,10.3,17.5,35.9,1.2,70.9,80.8,1.2,6.9,6.6,2.7,2
E01003857,Richmond upon Thames 003F,15.1,2.714695 ,26.3,8.7,27.8,36,2.3,27.1,75.4,0.8,6.2,6.9,2.4,1
E01003858,Richmond upon Thames 003G,16.4,2.797281 ,26.5,6.5,28.8,43.2,1.2,28.5,72.7,0.8,5.2,5.7,2,1
E01003848,Richmond upon Thames 004A,19.9,2.990720 ,32.1,7.3,21.2,36.1,2.1,41.4,76.8,1.4,6.6,8.4,2.4,0
E01003861,Richmond upon Thames 004C,19.2,2.954910 ,30.1,11,18.4,34.3,1.5,54.3,78.7,0.7,6.4,5.9,3.4,10
E01003862,Richmond upon Thames 004D,21.1,3.049273 ,26.3,8.6,29.8,24.9,1.7,41.6,69.6,1.1,9.1,12,3.7,9
E01003863,Richmond upon Thames 004E,21.3,3.058707 ,23.9,8.6,18.3,26.8,2.9,36.3,67.7,2.2,7.7,13.6,5.3,2
E01003865,Richmond upon Thames 004F,13.7,2.617396 ,24,10.4,25.5,34,1.3,39.6,69.9,1.7,6.7,9.7,4.3,3
E01033570,Richmond upon Thames 004G,47.3,3.856510 ,27.9,6.8,10.7,22.8,2.1,79,71.4,1.1,9.6,6.1,2.4,1
E01033571,Richmond upon Thames 004H,33.6,3.514526 ,23.7,9.6,30.1,29.2,12.9,37.5,67.3,1.3,5.7,11.1,3.4,2
E01003804,Richmond upon Thames 005A,18.1,2.895912 ,27.1,7.4,29.4,33.7,6.7,47.8,74.4,0.8,6.5,6.8,2.6,6
E01003807,Richmond upon Thames 005B,18.4,2.912351 ,29.7,10.9,22.5,29.5,2.8,60.1,76.4,0.9,7.8,9.1,2.5,5
E01003808,Richmond upon Thames 005C,13.6,2.610070 ,25.9,7.7,29.8,39,2.3,18.6,75.3,1.6,5.6,8,2.7,0
E01003809,Richmond upon Thames 005D,39.3,3.671225 ,32.1,6.7,39.9,39.3,9.1,21.9,70.8,0.9,6.1,8.1,2.1,6
E01003859,Richmond upon Thames 005E,19.2,2.954910 ,25.4,7.6,34.1,39.5,2.8,23.9,71.1,1.3,5.7,7.2,1.8,2
E01003873,Richmond upon Thames 006A,19.4,2.965273 ,27.2,7.4,27.1,25.2,5.3,63,76.7,0.9,5.8,7.2,2.2,3
E01003874,Richmond upon Thames 006B,13.6,2.610070 ,31,5.6,26.8,26.6,2.9,44.9,78.1,0.6,5,5.4,2,4
E01003875,Richmond upon Thames 006C,51,3.931826 ,27.5,8.5,37.4,28.8,25.1,61,65.3,1.4,6.8,8.7,2.4,11
E01003878,Richmond upon Thames 006D,99.5,4.600158 ,23.1,5.4,12.5,14.4,6.6,58.6,64.1,1.5,6.2,11,5.5,0
E01003866,Richmond upon Thames 007A,15.4,2.734368 ,27.3,6.2,31.9,46.6,4.8,20.9,75.4,1.1,2.8,5.8,1.8,3
E01003868,Richmond upon Thames 007B,13.3,2.587764 ,33.3,7,23.5,40.4,2.1,53.2,77.7,0.5,4.9,5.4,1.3,3
E01003871,Richmond upon Thames 007C,19.5,2.970414 ,27.1,7.9,29,38.6,5.2,26.6,77.5,1,6,6.3,2,0
E01003872,Richmond upon Thames 007D,31.6,3.453157 ,28,8.5,29.7,30.9,17.3,63.5,76.1,0.9,4.4,6.7,1.7,8
E01003821,Richmond upon Thames 008A,29.5,3.384390 ,30.9,6.9,23.5,19.1,1.4,85.2,75.4,0.8,8.4,7.7,3.4,11
E01003876,Richmond upon Thames 008B,47.6,3.862833 ,33.3,8.7,26.7,21.5,2.7,65.7,74,0.3,7.5,7.4,2.6,32
E01003877,Richmond upon Thames 008C,15.9,2.766319 ,30,5.9,32.5,24.2,7.1,60.1,71.2,0.8,7.1,6.6,2.4,0
E01003879,Richmond upon Thames 008D,18.7,2.928524 ,30.8,6.9,31.8,24.5,5.5,61.4,61,0.7,12.6,4.5,1.6,0
E01003892,Richmond upon Thames 009A,41.3,3.720862 ,30.4,5.6,33.9,27.9,2.3,67.6,72.2,0.4,9.9,8.3,2.7,1
E01003893,Richmond upon Thames 009B,21.8,3.081910 ,28.9,9.5,26.5,27.7,7.6,60.6,73.2,1,7.1,9,3.5,2
E01003894,Richmond upon Thames 009C,16.6,2.809403 ,33.8,4.7,22.6,34.6,6.2,61.3,76.7,1,4.8,5.2,1.9,4
E01003895,Richmond upon Thames 009D,44.8,3.802208 ,27.5,9.4,24.7,36.7,5.3,49.9,74.3,0.9,6,8.1,2.3,8
E01003905,Richmond upon Thames 010A,36.6,3.600048 ,31.2,8.4,32.8,40.7,4.1,28.3,71.9,2.7,8.6,11.4,2.9,5
E01003906,Richmond upon Thames 010B,20.8,3.034953 ,27.3,10.5,29.4,42.4,8.8,31.3,69,4.1,6.1,14.2,4.5,2
E01003907,Richmond upon Thames 010C,23.9,3.173878 ,24.8,9.2,20.8,28.8,6.3,34.7,59.9,2.8,8.9,12.1,5.6,4
E01003908,Richmond upon Thames 010D,29.2,3.374169 ,34.3,8.2,41,44.8,10.4,7.2,67.6,3,5.7,10.7,3,6
E01003909,Richmond upon Thames 010E,22.2,3.100092 ,31.4,13,39.4,33.2,9.4,30.4,66,1.9,7.5,12,3.7,4
E01003867,Richmond upon Thames 011A,41.8,3.732896 ,30.4,11.8,28,41,8.3,29.3,69.5,2.4,6.2,8.3,3.4,17
E01003869,Richmond upon Thames 011B,32.4,3.478158 ,31.2,13.1,30,34.3,23.6,54.3,74.4,1.2,4.8,8.3,2.2,7
E01003870,Richmond upon Thames 011C,42.7,3.754199 ,27.9,11.9,25.8,48.5,3.2,33.4,74.1,1.5,4.7,5.4,2.1,8
E01003910,Richmond upon Thames 011D,29.6,3.387774 ,35.2,7.9,46.7,41.6,8.9,3.4,69.8,3.1,5.5,11.4,4.6,4
E01003805,Richmond upon Thames 012A,79.8,4.379524 ,34.9,6.7,49.2,36.4,33,5.7,66.3,0.7,4.8,5.8,1.4,1
E01003806,Richmond upon Thames 012B,414.5,6.027073 ,34.4,5.7,47,35.6,24.7,11.2,64.2,1,3.6,5.6,1.2,3
E01003816,Richmond upon Thames 012C,303.7,5.716040 ,27.5,8.8,38.6,29.2,37.9,7.9,60.3,1.5,8,9.2,4.1,10
E01003817,Richmond upon Thames 012D,410.2,6.016645 ,27,6.8,38.6,29.6,15.9,52.3,63.1,1.9,8.2,11.4,4.6,11
E01003840,Richmond upon Thames 013A,20,2.995732 ,25.4,14.1,28.2,40.5,13.1,22.7,65,2.2,11,9.7,3.9,1
E01003841,Richmond upon Thames 013B,29,3.367296 ,17.4,9.4,16.3,22.9,5.1,66.2,58.2,2.9,9.9,11.9,5.2,0
E01003842,Richmond upon Thames 013C,39.4,3.673766 ,30,11,25.8,34.1,4.1,5.3,63.5,3.5,5.6,11.2,6.1,2
E01003843,Richmond upon Thames 013D,33.2,3.502550 ,28.3,10.8,33.1,30.7,9,25.6,60.9,2.7,9.5,12.7,5.3,2
E01003844,Richmond upon Thames 013E,28.6,3.353407 ,39.6,7.4,45,36,8,16.6,65.3,3.4,5.5,12.1,3.4,3
E01003845,Richmond upon Thames 013F,41.1,3.716008 ,38.7,9.8,48.7,41,6.4,2.8,63.4,4.1,7.5,12.2,3.9,10
E01003882,Richmond upon Thames 014A,21.5,3.068053 ,27.2,8.3,27.7,41.6,1.5,29.9,76.5,1.1,4.6,6.8,2,8
E01003883,Richmond upon Thames 014B,19.2,2.954910 ,33.1,8.6,21.8,47.2,2.9,19.5,81.1,1.7,4.3,7.3,1.9,1
E01003896,Richmond upon Thames 014C,31,3.433987 ,26.4,15.1,23.7,30.4,5.7,60.7,74.1,0.7,7.1,6.3,2.1,16
E01003897,Richmond upon Thames 014D,19.7,2.980619 ,28.8,8.6,19.6,36.4,1.2,59.6,76,0.7,4.4,8.1,2.4,11
E01003898,Richmond upon Thames 015A,18.1,2.895912 ,30.4,7.6,21.5,45.6,4,41.2,81.3,1.1,4.2,7.5,3.2,0
E01003899,Richmond upon Thames 015B,16.8,2.821379 ,25.3,7.6,29.7,44.9,5.9,35.6,77,1.8,5.7,7,3.8,0
E01003900,Richmond upon Thames 015C,74.4,4.309456 ,23.6,9.6,22.8,30.6,2.9,27.3,62.3,2.9,7.9,12.7,5.7,8
E01003901,Richmond upon Thames 015D,28,3.332205 ,29.3,7.6,34,51.1,3.1,9.4,75.2,3.1,5.7,7.1,2,2
E01003902,Richmond upon Thames 015E,16.2,2.785011 ,32.2,8.3,36.6,50.1,1.4,8.5,71.6,3.7,6.1,9.7,3.5,4
E01003903,Richmond upon Thames 015F,68,4.219508 ,28.4,10,30.3,42.6,4.6,17.1,64.7,2.8,7.1,10.1,3.6,6
E01003904,Richmond upon Thames 015G,24.2,3.186353 ,23.7,8.8,22.8,42.9,1.6,30,72.3,1,6,10.9,3,3
E01003880,Richmond upon Thames 016A,23.2,3.144152 ,32.2,5.3,37.5,41.5,9,23.5,74.2,0.9,5,6.8,1.9,4
E01003881,Richmond upon Thames 016B,33.1,3.499533 ,33.7,6.1,39.2,33.9,13.5,41.7,38.1,0.5,4.3,6.2,1.8,0
E01003884,Richmond upon Thames 016C,28.1,3.335770 ,30.5,8.2,32.7,34.7,10.6,39.6,69.3,1.5,5,7.7,3.3,0
E01003885,Richmond upon Thames 016D,43.9,3.781914 ,26.9,7,26.4,41.7,4.1,47.6,73.9,0.8,3.8,7.9,2.3,3
E01003818,Richmond upon Thames 017A,48.7,3.885679 ,26.3,10.3,40.4,33.1,4.5,29.2,66.9,1.8,8.1,9.7,3.3,1
E01003819,Richmond upon Thames 017B,104.9,4.653008 ,20.9,9.4,17.3,26.9,2.4,47.5,62.2,2.6,7.4,13.2,6.1,3
E01003820,Richmond upon Thames 017C,29.5,3.384390 ,28.6,8,28.9,35.3,3.8,27.7,68.3,2.4,9.6,10.8,4.7,2
E01003811,Richmond upon Thames 018A,17.8,2.879198 ,25.6,5.2,32,48.8,4,14.1,77.3,1.7,3,5.8,1.9,0
E01003812,Richmond upon Thames 018B,29,3.367296 ,28.1,8.9,21.2,43.5,7.4,35.9,72.2,1.7,5.3,8.1,2.9,3
E01003890,Richmond upon Thames 018C,21.6,3.072693 ,28.3,7.6,33.2,40.2,9,35.9,70,0.6,3.1,8,1.9,0
E01003891,Richmond upon Thames 018D,30.4,3.414443 ,32.1,6.3,37,36,7.8,58.9,69.7,1.5,3.5,7.8,1.7,5
E01003810,Richmond upon Thames 019A,18.9,2.939162 ,27.2,7.5,31,47.8,8.9,22.6,73.2,1.7,3,7.1,2.4,4
E01003813,Richmond upon Thames 019B,31.7,3.456317 ,33.9,5.6,44.5,41.2,23,22.1,69,2.4,3.7,9.9,2.9,6
E01003814,Richmond upon Thames 019C,42.5,3.749504 ,27.5,5.8,32.4,37,12.4,52.9,71.6,1.5,5,11.3,5.4,3
E01003815,Richmond upon Thames 019D,51.8,3.947390 ,25.1,7.2,20.4,36.2,5.6,46,73.1,2.1,7.1,8.4,3.4,5
E01003828,Richmond upon Thames 020A,31,3.433987 ,41.3,4.1,43.3,37.6,36.6,6,67.3,2.2,5.2,10.2,3.4,1
E01003829,Richmond upon Thames 020B,40,3.688879 ,27.6,6.9,23.2,29.7,4.9,32.6,62,2.6,7.2,13.4,6.2,3
E01003830,Richmond upon Thames 020C,50.3,3.918005 ,33.9,5.6,35.4,32.3,26,32.2,66.5,2.6,5.5,10.2,3.1,10
E01003831,Richmond upon Thames 020D,31.7,3.456317 ,29.8,5.7,35.9,40.2,11,12.3,70,3.3,6.5,12.2,3.5,0
E01003832,Richmond upon Thames 020E,22.3,3.104587 ,20.4,5.1,14,22.8,7.5,46.5,59.9,2.2,7,15.2,8,2
E01003833,Richmond upon Thames 020F,19.7,2.980619 ,26.3,6.4,25.5,33.3,11,32.3,71.2,2.3,7.1,14,5,0
E01003886,Richmond upon Thames 021A,20.5,3.020425 ,30.7,7.9,27.8,40.5,4.2,35.5,75.9,1.2,3.8,6.7,2.1,7
E01003887,Richmond upon Thames 021B,22.2,3.100092 ,27.8,7,30.8,39,9,33.5,74.7,0.9,3.2,8.2,2,2
E01003888,Richmond upon Thames 021C,79.3,4.373238 ,23.8,8.7,19.5,25.3,5.5,55.8,66.7,1.7,5.1,12.6,5.5,2
E01003889,Richmond upon Thames 021D,252.8,5.532599 ,31.7,6.3,39.4,33.4,7.5,50.9,72.5,1.2,5.2,8.5,3.8,2
E01003834,Richmond upon Thames 022A,108.3,4.684905 ,24,7.4,26.1,24.5,8.6,71.9,59.2,0.9,7.6,9.2,3.8,8
E01003835,Richmond upon Thames 022B,36.2,3.589059 ,29.1,5.6,36.9,48.6,18.9,23.2,71.9,1.1,2.7,7.3,2,0
E01003836,Richmond upon Thames 022C,24.8,3.210844 ,21.7,8.2,30,28.9,12.5,44.6,58.8,1.4,6,12.2,4.7,1
E01003837,Richmond upon Thames 022D,51.5,3.941582 ,30,5.5,43.1,29.8,15.3,48.2,64.7,1,5.9,9.7,2.8,0
E01003838,Richmond upon Thames 022E,30.4,3.414443 ,25.6,7.4,25.7,36,12.1,53.5,72.8,1.4,5.3,8.6,2.4,6
E01003839,Richmond upon Thames 022F,23,3.135494 ,23.8,6.2,21.2,31.9,5,64.2,68.3,1.8,7.3,8.4,3.4,3
E01003822,Richmond upon Thames 023A,37.4,3.621671 ,39.9,5.8,47.1,43.2,52.2,6.1,64.5,1.6,4.2,10.4,2.5,0
E01003823,Richmond upon Thames 023B,429.2,6.061923 ,37.2,7.5,40.7,29.9,23.1,38.8,72.5,1.1,6,8.2,2.6,41
E01003824,Richmond upon Thames 023C,32.6,3.484312 ,31,4.9,38.2,42.1,28,21.7,68.5,2,4.3,8.7,3.5,2
E01003825,Richmond upon Thames 023D,34.4,3.538057 ,32.9,6.6,35.5,45.5,4.8,6.5,71.5,2.9,5.1,7.6,3,0
E01003826,Richmond upon Thames 023E,108.5,4.686750 ,23.9,7.5,16.7,23.9,5.4,32,63.6,2.3,6.4,13.7,8.8,3
E01003827,Richmond upon Thames 023F,45.5,3.817712 ,28.9,4.5,20.1,37.1,5.7,47.2,75.8,1.2,5.8,8.8,2.9,2
E01004125,Sutton 001A,13.9,2.631889 ,18.9,9.8,12.7,29.4,2.5,19.7,61.8,2.3,7.1,14.1,7,1
E01004183,Sutton 001B,21.3,3.058707 ,21.7,7.5,10.9,33.3,3.8,27.5,63.5,3.2,7.9,11.4,6.5,10
E01004184,Sutton 001C,27.6,3.317816 ,20.6,5.7,10.2,33.9,2.6,8.6,59.8,2.2,6.2,13,5.2,3
E01004185,Sutton 001D,40.4,3.698830 ,16.1,10.4,7.4,23.9,5.1,44.4,58.2,1.5,7.8,13.6,6,1
E01004189,Sutton 001E,33.6,3.514526 ,21.6,6.9,13.1,34.1,3.3,14.6,64.7,2.1,6.5,13.6,6.1,5
E01004123,Sutton 002A,40.7,3.706228 ,18.9,9.7,9.9,29.5,2.5,40,62.6,1.6,9.2,11.2,4.9,12
E01004124,Sutton 002B,18.4,2.912351 ,21.8,11.9,15.6,39.5,4,5.5,63.7,2.5,8.4,12.4,3.9,2
E01004126,Sutton 002C,12.9,2.557227 ,23.4,7.6,10.8,32.3,3.7,8.8,61.3,3.1,6.7,13.2,4.8,4
E01004128,Sutton 002D,17.1,2.839078 ,21.8,9.1,14.8,31.2,3.9,14.5,65.2,2.6,7.8,14.2,4.7,4
E01004129,Sutton 002E,26.5,3.277145 ,20.4,7.7,11.6,23.7,2.4,41.4,59,2,7.8,16.5,6.7,25
E01004130,Sutton 003A,67.6,4.213608 ,29.7,6.5,38.5,43.8,6.1,10.4,69.1,3.9,7.3,13.1,3.9,12
E01004131,Sutton 003B,20.5,3.020425 ,30.2,6.2,34.1,47.1,1.1,27.3,67.4,4,5.9,10.8,3.7,5
E01004134,Sutton 003C,21.9,3.086487 ,35.3,9,38.4,40.4,5.7,25.4,70.1,3.4,6.8,12.6,3.6,12
E01004135,Sutton 003D,27.7,3.321432 ,37.5,11,41.4,44.5,2.1,7.8,67,3.4,7.2,11.9,3.9,2
E01004136,Sutton 003E,24.1,3.182212 ,37.1,10.5,38.7,48.7,2,2.7,66.9,3.5,7.8,12.7,3.7,0
E01004164,Sutton 004A,23.5,3.157000 ,29.6,6.6,32.2,45.1,1.2,33,71.5,4.2,5.3,11.9,4.1,0
E01004166,Sutton 004B,24.7,3.206803 ,31.9,5.2,28.1,43.5,0.8,47.3,73.1,2.8,5.4,11.2,4.2,2
E01004169,Sutton 004C,14.5,2.674149 ,24.8,5.9,16.3,43.7,1.1,68.5,67.7,2.4,4.5,11.9,4.1,0
E01004186,Sutton 004D,29.9,3.397858 ,22.9,6.6,12.3,45.2,2.5,59.6,76.5,1.7,7.8,9.1,2.4,1
E01004188,Sutton 004E,35.3,3.563883 ,23.5,6.4,19.3,38.8,6.3,54.6,68.8,2.2,4.8,10.2,2.8,4
E01004127,Sutton 005A,20.6,3.025291 ,22.9,7.3,19.2,42.4,6.3,15.3,65.5,2,10.1,10.2,4.9,4
E01004163,Sutton 005B,21.7,3.077312 ,31.5,6.5,32.8,54.3,2.2,10.9,69.1,4,5.5,12.8,4.7,2
E01004165,Sutton 005C,25,3.218876 ,29.6,7.2,22,42.4,3.5,31.9,70.9,2.5,7.3,12.5,4.7,6
E01004167,Sutton 005D,16.4,2.797281 ,23.7,8.9,18,31.5,2.4,45.4,60.6,3.3,7.7,13.7,3.6,3
E01004187,Sutton 005E,17.4,2.856470 ,23,6.6,19.5,44.1,1.7,19.2,66.6,3.8,5.9,13.6,5.6,0
E01004117,Sutton 006A,25.5,3.238678 ,38.2,5.5,38.4,54.7,2.7,2.5,73.1,2.9,5.5,10,2,0
E01004121,Sutton 006B,25.3,3.230804 ,32.4,10.2,36,38.1,10.4,28,69.6,2.8,8.2,11.2,4,4
E01004192,Sutton 006C,39,3.663562 ,30.1,11.2,21.2,47.3,5.6,17.9,73.5,2.6,7.5,7.8,3.1,0
E01004193,Sutton 006D,37.1,3.613617 ,24.8,6.4,19,53.2,6.4,28,73.6,2.8,6.7,7.5,2.2,0
E01004195,Sutton 006E,23.7,3.165475 ,26.5,9.2,27.5,36.8,4.3,36.6,69.3,2.7,7.7,12.4,3.5,1
E01004144,Sutton 007A,40.7,3.706228 ,37.9,9,39.5,44.5,13.2,17.4,67.7,3.9,6.5,12,3.8,2
E01004145,Sutton 007B,45.8,3.824284 ,31.7,9.3,31.9,47.5,3.7,20.5,69.2,3.4,7.1,10.2,3.9,12
E01004146,Sutton 007C,21.4,3.063391 ,24.6,7.7,23.5,45.8,3.3,22.7,67.8,2.3,8.3,11.6,5.6,8
E01004147,Sutton 007D,28.7,3.356897 ,35.7,6.8,40.6,44.4,8.7,9.9,64.2,3.9,5.9,13.6,5.3,4
E01004116,Sutton 008A,32.3,3.475067 ,30.3,7.2,49.4,38.1,18.3,29.4,65.6,3.1,4.2,14.4,5.2,1
E01004122,Sutton 008B,25.9,3.254243 ,37.3,7.7,43.3,41.8,19.5,8.1,69.6,4.5,5,9.4,3,7
E01004190,Sutton 008C,26.4,3.273364 ,39.9,8.2,46.5,44.1,6.7,5.7,66.6,3.7,5.4,13.2,2.2,0
E01004191,Sutton 008D,24.5,3.198673 ,32.3,9.9,40,40.8,3.3,23.7,68.4,2.6,7.3,12.2,3.3,6
E01004194,Sutton 008E,20.5,3.020425 ,29.1,7.2,32.5,47.5,8.9,24.6,73.7,3.1,6.8,12.2,3.5,0
E01004196,Sutton 008F,24.4,3.194583 ,34.7,7.2,41.6,46.4,16.5,6.6,66.4,5.4,6.4,11.4,3.3,2
E01004115,Sutton 009A,26,3.258097 ,32.7,6.6,36.3,52.9,4.9,18,70.6,3.9,5.5,10.7,2.6,2
E01004118,Sutton 009B,27.1,3.299534 ,27.7,11.8,38.4,38.4,3.2,38.3,67.5,3.7,7.6,11.9,3.3,18
E01004119,Sutton 009C,25.6,3.242592 ,36.2,7.3,37.7,55.3,4.9,8.4,72.5,3.8,5,10.2,2.3,4
E01004132,Sutton 009D,17.1,2.839078 ,33.1,6.8,38.3,53.1,1.2,4.6,72.5,4.7,4.6,9.2,1.8,0
E01004133,Sutton 009E,19.2,2.954910 ,34.5,4.7,38.1,55.2,1.5,1.5,70.9,3.5,4.2,9.5,3.2,1
E01004171,Sutton 010A,36.8,3.605498 ,33.7,7.7,36.7,46.1,6.2,13.3,68.6,3.7,6.1,13.4,3.9,7
E01004172,Sutton 010B,17.9,2.884801 ,21,7.4,19.8,31.6,3.3,81.3,64.3,3.1,5.5,13.4,4.7,4
E01004173,Sutton 010C,22.6,3.117950 ,32.3,7.7,31.3,41.7,2.9,13.8,68.2,2.8,4.8,14.4,4.5,0
E01004175,Sutton 010D,26,3.258097 ,30.6,4.6,27.4,46.5,0.7,27.6,70.1,3.9,5.6,11.3,4.1,8
E01004176,Sutton 010E,16.1,2.778819 ,27.4,7.2,20.2,46.3,4,27.3,73.4,2.6,4.7,10.4,3.2,2
E01004076,Sutton 011A,343.1,5.838022 ,27.1,5.8,23.4,44.6,6.7,26.3,69,3.3,4.8,11.4,4.3,10
E01004077,Sutton 011B,26.4,3.273364 ,28.9,8.7,34.7,43.6,6.3,15.8,66.5,2.8,6.6,13.6,5.3,9
E01004078,Sutton 011C,32.3,3.475067 ,24.6,7,16.9,48.4,2.3,26.1,70.3,2.9,4.5,11.1,4.5,3
E01004079,Sutton 011D,32.1,3.468856 ,41.1,6.5,42.3,51.3,10.7,2.8,70.1,4.4,3.9,10.2,3.7,1
E01004080,Sutton 011E,29.5,3.384390 ,36.6,7.9,46.2,47,19.5,3.9,69.7,4,6.5,12,3.8,3
E01004081,Sutton 011F,17,2.833213 ,28,5.9,26,51.4,4.3,14.7,72.5,3.2,4.9,11.4,4.1,3
E01004082,Sutton 011G,17.6,2.867899 ,32.3,8.3,37.9,54.6,2,8.6,70.5,4.1,7.6,10.7,2.7,0
E01004137,Sutton 012A,23.2,3.144152 ,24.9,5.6,21.8,34.6,2.8,52.8,75.3,2.9,7.8,10.5,4.5,4
E01004140,Sutton 012B,13.2,2.580217 ,17.4,8.8,9.1,24.4,1.1,88.4,62.2,1.7,10.5,13.2,9,5
E01004141,Sutton 012C,12,2.484907 ,22.8,8.8,22,35.2,2,84.1,65.5,1.9,8.3,13.5,7.1,1
E01004142,Sutton 012D,38.4,3.648057 ,18.5,8.7,7.3,17.6,0.7,78.9,67.9,1.4,8.7,14.5,5.5,18
E01004149,Sutton 012E,27.4,3.310543 ,30.3,5.4,37.8,34.6,8.4,53.3,64.8,3.1,6.6,14.8,4.6,4
E01004101,Sutton 013A,22.4,3.109061 ,37.9,7.3,42.7,45.2,12.8,9.7,67.1,3.2,5.7,12.6,2.9,0
E01004103,Sutton 013B,17.6,2.867899 ,27.2,6.3,24.3,45.9,5.2,48.8,74.6,1.9,5.2,9.4,2.7,3
E01004138,Sutton 013C,16.9,2.827314 ,26.5,7,18.8,46.5,3.2,33.7,71.5,2.4,7.9,10.1,3.7,3
E01004139,Sutton 013D,15.5,2.740840 ,27.1,7.1,23.7,44.7,5.5,38.8,72.3,2.6,6.6,10.3,3.8,12
E01004168,Sutton 013E,22.5,3.113515 ,37.1,5.7,37.1,49.1,4.6,9.2,70.6,3.5,5.3,13.1,2.3,2
E01004143,Sutton 014A,11.8,2.468100 ,24.3,8.1,22.5,47.1,3,27.6,71.1,2.2,6.4,10.7,3.6,0
E01004148,Sutton 014B,23.5,3.157000 ,21.3,8.4,18.8,36.9,3.1,39.2,65.6,1.4,8.1,11.9,4.8,2
E01004159,Sutton 014C,34.1,3.529297 ,28.8,9.2,35,45.8,12.9,19,69.7,3.8,7.6,12.7,4.9,7
E01004160,Sutton 014D,22.6,3.117950 ,25,9.2,24.7,44.5,6.9,45.8,73.7,2.6,9.3,8.5,3.8,1
E01004161,Sutton 014E,32.7,3.487375 ,27.1,9.1,27.6,56.9,8.9,24.6,76.8,3.5,6.1,8.9,2.4,0
E01004097,Sutton 015A,27.2,3.303217 ,32.3,8,32,47.7,7,18.3,72.9,3.4,4.5,8.9,2.6,4
